,Attrition,Gender,OverTime,SalesDpt,JobInvCut,MiddleTraining,MoovingPeople,NotSatif,LongDisWL1,LongDis,LongDisJobS1,LongDisJL1,ShortDisNotSingle,LongDisSingle,Engaged,YoungAndBadPaid,YoungNeverEngaged,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Education_1,Education_2,Education_3,Education_4,Education_5,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EnvironmentSatisfaction_1,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,JobInvolvement_1,JobInvolvement_2,JobInvolvement_3,JobInvolvement_4,JobLevel_1,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,JobSatisfaction_1,JobSatisfaction_2,JobSatisfaction_3,JobSatisfaction_4,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,RelationshipSatisfaction_1,RelationshipSatisfaction_2,RelationshipSatisfaction_3,RelationshipSatisfaction_4,StockOptionLevel_0,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,TrainingTimesLastYear_0,TrainingTimesLastYear_1,TrainingTimesLastYear_2,TrainingTimesLastYear_3,TrainingTimesLastYear_4,TrainingTimesLastYear_5,TrainingTimesLastYear_6,WorkLifeBalance_1,WorkLifeBalance_2,WorkLifeBalance_3,WorkLifeBalance_4,RelSatisf_mean_1.0,RelSatisf_mean_1.5,RelSatisf_mean_2.0,RelSatisf_mean_2.5,RelSatisf_mean_3.0,RelSatisf_mean_3.5,RelSatisf_mean_4.0,JobSatisf_mean_1.0,JobSatisf_mean_1.5,JobSatisf_mean_2.0,JobSatisf_mean_2.5,JobSatisf_mean_3.0,JobSatisf_mean_3.5,JobSatisf_mean_4.0,DailyRate,HourlyRate,MonthlyRate,PercentSalaryHike,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalSatisfaction_mean,Time_in_each_comp,Income_Distance,Hrate_Mrate,Stability,Income_YearsComp,Fidelity
10,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.016149580244313087,0.8910731041795485,0.304397134281837,-0.6039107501479274,-0.678773515728442,-0.063295899399149,-0.6791456840737199,-0.3148734873096303,-0.3051979762655221,1.6747052569233223,-0.6145153515721334,-0.28640804567271194,0.6455239338831282,-0.48663754850042223,-0.8866676563704688
11,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1.6101414829549299,-0.8311549653184892,-0.22923679800937558,-0.8772324258614291,-0.16451140099023315,0.21280194070989908,-0.6791456840737199,1.086895217551534,1.0953463268884363,0.5146628625493262,-0.5719778368034146,-0.4864872333430063,-0.12821195568287333,-0.49584523148017756,-0.8866676563704688
12,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.32844562979333136,-1.7168722582031943,0.12042904964417642,0.4893759527060795,-0.8073390444129942,-0.6154915796172451,0.5625759024789769,-0.3148734873096303,-0.3051979762655221,-0.1620285341688381,-0.6277059313959981,-0.7817011983122143,-0.620589339952147,-0.44038721914871665,-0.35423240987194243
13,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.3474274780156446,1.333931750621901,-0.7807194291157011,-1.1505541015749308,-1.0644701017820986,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,0.6284982258371165,1.4813648578609895,-0.6183638873148105,0.6090873867150428,1.2785805708007656,-0.08359215261385824,-0.8866676563704688
14,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.7340965944792623,-0.7819484490471167,-0.19199345008807683,-0.3305890744344257,-0.678773515728442,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,-0.3051979762655221,-0.967613530261891,-0.6368386092085938,-0.4867865250609563,-0.3040610214933283,-0.47624314458426575,1.3318125373733911
15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.4540288739265705,-0.7327419327757442,-0.5787621047273755,-1.1505541015749308,-0.16451140099023315,1.3171933011460915,1.8042974890316739,1.086895217551534,-0.3051979762655221,-0.3553689332311708,-0.5068937724357105,-0.30180655919226157,0.9620522523419469,-0.24213065271119946,-0.6204500331212056
16,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.1614239792368461,0.6942470390940585,0.10398576018458414,-0.8772324258614291,-0.5502079870438897,-0.6154915796172451,-0.6791456840737199,0.24583399463483546,-0.3051979762655221,1.0946840597363243,-0.4455819169668306,-0.2511883252996055,-0.8316082189246929,-0.4558993571031032,-0.8866676563704688
17,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7945876806171215,1.4815512994360187,-0.9822551306973706,-0.6039107501479274,-1.3216011591512031,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1.0953463268884363,-1.0320603299493352,-0.6039357071243138,1.0127202587470001,-1.8867026137874223,0.6814455117656425,1.7755085761221632
18,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0325814947438399,0.5958340065513135,1.083274999111413,0.21605427699257776,2.535364701385363,1.0410954610370433,0.2521455058408027,0.8065414765793012,-0.3051979762655221,0.9013436606739915,1.9002806832838637,-0.5386571430463946,-0.8738119947192021,-0.42375617288286627,-0.7149143510483635
19,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.06969719670884,-1.0279810304039791,-1.40640767419352,-1.1505541015749308,-0.678773515728442,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,1.562194427939755,-0.6453795318246698,-0.009126895408683864,0.581787118161635,0.2234861759380362,-0.09114160499944587,1.3318125373733911
20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.32100832310187144,1.4815512994360187,-0.8546439612160903,0.7626976284195812,-0.8073390444129942,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,0.16165012478579666,-0.45203913276233715,-0.5436757605114513,0.778236724342064,-0.3040610214933283,-0.23986581699552315,-0.8866676563704688
21,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0301023925133532,0.7926600716368035,-1.0297579669139705,2.1293060069870897,-0.16451140099023315,-0.33939373950819707,-0.6791456840737199,-0.3148734873096303,-1.2388941783681606,-0.8387199308870025,-0.539046759285329,0.7905552194146778,0.012467296965490413,-0.3930879132550137,0.9768557063743734
22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.9507002896454807,-0.6343289002329991,0.9809611980295055,-1.1505541015749308,0.2211851850634235,0.48889978081894714,-0.058284890797371494,1.9279564404682326,-0.7720460773168418,1.4813648578609895,-0.09511805544484943,-0.7094360654133476,-0.3040610214933283,-0.24141544143256483,-0.8866676563704688
23,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.020115152099107,1.4815512994360187,0.6981928356987392,-0.3305890744344257,-1.4501666878357553,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,1.562194427939755,-1.1287305294805015,-0.6376256737857204,-0.3056109691081985,0.0,-0.717984556762768,-0.8866676563704688
24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.2565516651092185,0.841866587908176,0.3919541371307771,-1.1505541015749308,-0.42164245835933756,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,-0.7720460773168418,-0.3231455333874486,-0.500875974864119,-0.32600748901064536,-0.3040610214933283,-0.3651469926363545,-0.22112359824731087
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.188764935264499,-0.3882963188761366,-0.5028699995292573,-1.1505541015749308,1.8925370579626022,2.4215846615822834,0.5625759024789769,1.086895217551534,0.6284982258371165,0.05064590479972774,0.6050495247479646,-0.23686217347087277,1.0524889147587524,-0.06768721608422162,-0.47710208214083316
26,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.7995458850780948,0.3005949089230785,-1.3537048233614937,1.855984331273588,-0.16451140099023315,-0.6154915796172451,1.1834366957553253,0.8065414765793012,-2.1725903804707998,-0.0653583346376718,-0.5834831135356014,1.3814848835823794,-1.2536459768697845,-0.5311236900314957,-0.6204500331212056
27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.2763844829531117,-0.8803614815898617,0.964096285763257,-1.1505541015749308,-0.16451140099023315,0.7649976209279952,0.5625759024789769,-0.5952272282818631,0.6284982258371165,3.028088050359651,-0.3812227596618623,-0.7454479198358622,0.5751843075589461,-0.3564055214530424,-0.8866676563704688
28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.806912360277255,-1.1756005792180968,-1.7172842236347006,-0.3305890744344257,1.6354060005934978,0.48889978081894714,0.8730062991171511,3.6100788863016295,0.16165012478579666,-0.0653583346376718,-0.17806864407642123,2.139855345995231,-1.0234435634451893,-0.49587894514314357,-0.5538956273088899
29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.2416770517262986,0.841866587908176,1.1958482884886217,-0.8772324258614291,1.3782749432243935,-0.6154915796172451,-0.058284890797371494,-0.8755809692540959,-0.7720460773168418,0.031311864893494544,2.4855906786681508,-0.5232872283934678,1.2785805708007656,3.79905147533396,-0.5236436246669282
30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.30124633675027795,0.5958340065513135,-1.074168902548425,-1.1505541015749308,-0.5502079870438897,-0.8915894197262932,-0.6791456840737199,-1.1559347102263289,1.562194427939755,-0.7227156914496028,-0.24990214350994736,0.7834826331075044,1.2785805708007656,0.47212701088524306,0.6345759050538922
31,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.627566030060636,-1.2248070954894692,0.6757062860104079,-0.6039107501479274,-0.2930769296747854,-0.6154915796172451,-0.3687152874355457,-0.3148734873096303,2.4958906300423935,0.32132246348699356,-0.44993848568247496,-0.7653639792053155,-0.3040610214933283,0.05265559596603726,-0.2950729380387729
32,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.679556345408556,0.841866587908176,0.2535213156119874,-0.6039107501479274,-0.16451140099023315,-1.1676872598353414,-0.3687152874355457,1.086895217551534,-0.3051979762655221,-0.25869873370000446,-0.5834253769909179,-0.27790227153611313,-1.8867026137874223,-0.6128008180515696,-0.6204500331212056
33,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.22935237206616507,-0.4867093514188816,-1.5428729226145808,-0.3305890744344257,0.9925783571707368,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,2.0290425289910745,-0.3070338334655876,-0.526195066331121,1.610209498277309,-1.8867026137874223,0.2766359280584464,-0.4663240407137375
